Origin,Dest,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
COL,ECU,,,,,,,50,,,,60,50,50,,,70,120,80,92,112,102,93,104,123,159,1374,1614,3122,6248,8270,9851,11526,264255,100637,115745
ERI,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
AZE,GEO,,,,,,,,,,,,,,,,,,,,,,,136,14,13,13,13,13,11,11,7,4,3,3,3
BLR,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,17,30,46,82,95
LBR,CIV,,,,,,,,,,,,,,,,271831,229900,173719,250863,359351,343319,327288,207014,148910,135649,117749,122846,43000,74180,70402,39919,25615,24146,24256,24033
HRV,CAN,,,,,,,,,,,,,,,,,,,,625,984,1485,2441,3502,,4426,4150,3258,2000,835,349,160,93,85,86
*PA,LKA,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,,7,23,21
MNE,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
TTO,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4
PNG,SLB,,,,,,,,,,,,,,,,,,,,,,2000,800,210,,,,,,,,,,,
SOM,GMB,,,,,,,,,,,,,,,,,,,4,,,15,20,20,20,,4,7,8,8,8,8,8,4,0
AGO,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
GHA,AUT,,,,,,,,,,,,,,,,,,,,,,,,39,39,38,34,26,26,29,20,19,18,23,31
LBR,MRT,,,,,,,,,,,,,,,,,,,,,,,,9,,20,22,34,99,136,156,163,175,185,184
GHA,PRT,,,,,,,,,,,,,,,,,,,,,,3,3,3,,2,1,,,,,,,1,1
BDI,IND,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
PHL,SWE,,,,,,,,,,,,,,,,6,10,12,12,12,12,12,12,12,,7,3,6,6,15,31,31,37,37,37
IDN,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
BDI,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,21,21,21,24,23,18,13,9
SOM,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,
THA,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,8,11
AFG,LBN,,,,,,,,,,,,100,,50,50,300,100,90,550,550,550,550,550,550,550,58,48,47,49,31,13,6,9,8,8
SRB,IND,,,,,,,,,,,,,,,,,,,4,4,4,5,2,2,8,5,4,4,1,1,1,,,,
MKD,ESP,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,
MRT,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SLV,ARG,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,
SOM,UGA,,,,,,,,,,,,,,,,,200,2030,2300,2300,1473,646,1602,1753,1271,1236,819,879,892,1089,1811,3752,4573,6085,8172
CHN,IND,,,,,,,,,,,,,,,,,,80000,108001,108001,103000,98000,98000,98000,98001,92343,92344,92346,92349,94349,77200,77200,77200,100003,100003
*ST,ESP,,,,,,,,,,,,,,,,,,,9,14,14,15,21,25,27,30,29,29,29,18,27,46,94,112,111
KHM,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,248,185,181,83,113,130,156
GIN,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,35,9,,,,,,,,
IRN,TJK,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,5,5,1,14,9,8,4,5,0
SAU,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
AFG,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,5,5,8,12,12,10,9
URY,BEL,,,,,,,,,,,,,,,,,,,,,,,,,13,,,5,5,5,4,4,4,2,2
*ST,FRA,,,,,,,,,,,,,,,,,,,276,964,916,869,893,1,778,322,738,844,708,770,,,,,
CZE,VEN,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
MAR,BEL,,,,,,,,,,,,,,,,,,,,,,,,21,20,21,15,10,8,8,7,8,9,9,14
TGO,SEN,,,,,,,,,,,,,,,,,,,2,,,19,3,,,,,,,,1,1,1,1,1
SDN,JOR,,,,,,,,,,,,,,,,,,,,6,11,16,12,12,29,18,6,3,38,4,3,10,23,44,191
NAM,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,
DOM,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6
AGO,ARG,,,,,,,,,,,,,,,,,,,2,17,,,,6,9,11,11,11,13,13,13,15,15,15,14
SRB,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,36,36,37,252,256,62,62
COD,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
HND,FRA,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,59,59,,0
*PA,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
SVK,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4
MEX,USA,,,,,,,,,,,,,,,,,,,,9,106,203,272,347,449,470,477,488,439,425,502,962,1083,1227,1384
ETH,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
IRQ,SRB,,,,,,,,,,,,,,,,,,,7,7,7,7,10,6,16,12,4,20,17,21,18,62,86,60,44
ZAF,BEL,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,3,2,2,2,2,2,2,2,2
SOM,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,4,4,4,4,4,4,4,5
ETH,CUB,,,,,,,,,,,,,,,,,,,,2,3,4,5,4,6,29,39,38,36,14,11,31,8,6,1
COD,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
COD,CAN,,,,,,,,,,,,,,,,,,,,1560,1564,1777,1892,2306,,3142,4033,4387,4706,5069,5124,5212,5997,5687,5284
SLV,ECU,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,5,5,5
*VA,MLI,,,,,,,,,,,,,,,,211,44,33,15224,15800,7922,45,,62,85,82,82,82,86,86,86,86,86,,
KEN,ESP,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,,
AGO,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2
TUR,IRQ,,,,,,,,,,,,,,,,,,,1380,12200,13593,14986,10858,11301,11193,12640,13136,13724,13135,13353,13332,16832,15553,15716,10125
TUN,ARE,,,,,,,,,,,,,,,,,,,,,,,,5,90,,,,,,,,,1,1
SVK,NLD,,,,,,,,,,,,,,,,,,,,6,17,29,38,38,,52,52,60,65,59,57,39,30,30,21
*PA,ESP,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,2,2,2,,20,20
HTI,NLD,,,,,,,,,,,,,,,,,,2,2,2,3,4,4,4,,4,4,3,3,3,2,2,2,2,2
SLV,CAN,,,,,,,,,,,,,,,,,,,,11082,7333,3584,1720,800,,621,636,514,442,468,399,459,758,849,889
AFG,ESP,,,,,,,,,,,,,,,,,21,20,74,70,72,75,80,87,93,125,145,145,94,88,87,74,69,69,70
CIV,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,6,6,6,6
MDG,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,
GIN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,814,891,723,260,317,404,572
BIH,DEU,,,,,,,,,,,,,,,,,,,,350000,340000,330000,245000,100000,50000,,24000,40531,38688,30083,9223,28098,26261,24697,24947
TCD,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
CMR,GBR,,,,,,,,,,,,,,,,,,,,,,,5,25,,25,25,175,241,511,656,731,829,829,871
SYR,CAN,,,,,,,,,,,,,,,,,,,,415,377,340,324,333,,390,427,432,424,459,397,415,624,603,577
RUS,ESP,,,,,,,,,,,,,,,,,,,12,15,22,30,32,58,110,214,296,338,400,443,483,492,508,507,464
SOM,CZE,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,1,1,1,1,8,18,19,27
SOM,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
*VA,SWZ,50,,,,,300,,350,,260,370,330,50,26,39,38,86,95,3,3,6,10,,,,,,,,,,,,,
GRD,USA,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,2,5,8
IDN,SWE,,,,,,,,,,,,,,,,38,25,10,10,7,,,4,4,,4,4,6,6,10,11,11,5,5,6
HRV,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3
BOL,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,6,6,6,6
*VA,PAK,,,,,,,,,,,100,,,,70,200,30,190,38,16,44,72,,,,,,,,,,,,,
GUY,GBR,,,,,,,,,,,,,,2,2,2,1,1,1,,,,,,,,,,1,4,4,5,5,5,5
AUT,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,
COG,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
COG,GIN,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,7,1,1,2,1,11,12,12,12
LAO,KAZ,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
NIC,BLZ,,,,,,,,,,,,,,,50,,,,309,310,309,304,303,134,125,105,100,95,70,68,64,44,26,13,5
MAR,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
SRB,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,
CUB,AUS,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,6,7,7,8,8,5,5,6
CHN,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,4
GMB,ISL,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,
GNQ,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,4,4,4,4,4
ETH,JOR,,,,80,120,60,80,100,100,250,250,,,,130,130,80,,,,,,,1,2,2,,,3,3,,,,,
BIH,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SWE,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLI,SWE,,,,,,,,,,,,,,,,1,4,4,4,7,7,8,8,8,,7,4,4,4,1,2,2,2,2,5
ZMB,NAM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BIH,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,24,27,27,27,27,27,27,27
CIV,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,6,31,51,77,85,104,114
MMR,SWE,,,,,,,,,,,,,,,,,5,9,25,39,40,41,41,42,,43,38,35,31,156,569,867,39,40,46
NPL,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LAO,CAN,,,,,,,,,,,,,,,,,,,,1620,855,91,34,33,,7,2,1,,3,4,4,4,5,5
GEO,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,31,35,37,38,41,43
LBR,EGY,,,,,,,,,,,,,,,,,,,,21,39,58,56,55,55,42,43,49,25,18,15,7,8,6,6
UKR,SWE,,,,,,,,,,,,,,,,,,14,43,109,133,157,165,179,,203,236,229,218,179,172,165,172,162,163
IRN,AZE,,,,,,,,,,,,,,,,,,,,,,3,16,9,11,25,11,23,38,47,55,71,90,97,113
CHN,PRT,,,,,,,,,,,,,,,,,,,,,,2,2,2,,2,1,1,,,,,,,
CAF,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HTI,BHS,,,,,,,,,,,,,,,,,,374,59,,,,,,,,,,,,,,,,
SYR,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,,0
COG,BEL,,,,,,,,,,,,,,,,,,,,,,,,21,367,48,66,54,44,44,38,55,41,36,34
BDI,CIV,,,,,,,,,,,,,,,,,,,8,13,26,40,23,77,87,97,99,97,101,95,84,92,38,36,33
*PA,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,16
GTM,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
BOL,NLD,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,3,,,,,,,,,,,
DJI,SWE,,,,,,,,,,,,,,,,,,,1,1,1,2,7,9,,10,10,10,9,9,9,8,3,1,1
MUS,CAN,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,4,5,6,6,6,7
IRN,AFG,,,,,,,,,,,,,,,,,,,23,4,3,3,2,,,,3,2,19,26,31,34,38,30,30
SDN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,1312,1115,851,392,433,458,546
ETH,POL,,,,,,,,,,,,,,,,,,,,,,,14,17,18,23,24,26,26,13,13,14,14,12,11
LKA,BFA,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,
MMR,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
IND,KAZ,,,,,,,,,,,,,,,,,,,,5,,,6,6,6,7,1,,,,,,,,
LAO,ITA,,,,,,96,100,108,113,113,113,114,114,114,94,18,14,6,1,1,,,,,,,,,,,,,,,
BLR,ESP,,,,,,,,,,,,,,,,,,,,,,,1,1,3,13,14,17,29,37,37,37,36,37,40
CUB,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
CAN,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,1,,3,3,3
*ST,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,18,19,19,19,19,19
IRQ,GBR,,,,,,,,,,,,,,932,1189,1311,1443,2761,3143,3623,4147,4671,5125,6025,,9510,11955,20580,23421,22763,22363,21984,22021,21483,21287
SEN,ITA,,,,,,,,,,,,,,5,6,6,6,6,6,6,6,6,6,2,,2,2,2,2,2,5,5,36,64,109
RUS,CAN,,,,,,,,,,,,,,,,,,,,2611,1908,1206,1254,1655,,1694,2196,1990,1994,2118,2073,1916,2960,2770,2612
MNG,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
RWA,COG,,,,,,,,,,,,60,110,110,150,100,160,160,145,117,,,13,5200,6530,6725,6688,5985,5921,5852,6478,6564,7941,7897,7121
SVN,ITA,,,,,,,,,,,,,,,,,,,,,,130,134,,16,,,,,,,,,,
ALB,SRB,,,2000,1610,1610,1610,1610,1570,1520,1470,1480,,60,,,680,440,240,8,,,1,4,4,5,,,,,1,1,,,,
LBY,EGY,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,,8,8,4,4,4,3,3,3,3
SLE,ITA,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,11,,29,97,150,168,209,250,283,349,355,374
RUS,GIN,,,,,,,,,,,,,,,,,,,,,,7,7,2,2,2,2,2,2,,,,,,
COL,CHE,,,,,,,,,,,,,,,,,,,,,,,,103,122,157,186,201,220,221,242,255,266,298,290
DOM,PER,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
TCD,BFA,,,,,,,,,,,,130,190,190,210,190,150,130,127,,,,122,96,100,103,144,144,146,148,152,152,155,168,170
VNM,IDN,,,,2240,32200,8460,6200,10610,8710,8500,7560,3970,2450,2354,922,1457,1453,2939,1869,97,63,29,14,14,2,2,2,2,2,9,1,,2,,
ZWE,UGA,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2
KHM,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
TGO,GIN,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,8,5,13,7,8,3,3
HUN,NLD,,,,,,,,,,,,,,,,,,66,66,66,58,51,51,37,,19,19,9,9,9,7,3,2,2,2
STP,GAB,,,,,,,,,,,,,,,,,,,,28,30,32,32,30,29,23,21,36,36,36,23,30,32,32,32
COG,CIV,,,,,,,,,,,,,,,,,,,1,,,,,94,357,453,510,575,583,539,560,488,137,154,149
LBR,ETH,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
CHN,THA,,,,,,,,,,,,,,,,,,,59,57,57,57,59,61,34,46,66,80,52,46,57,74,147,144,89
IRQ,ITA,,,,,,98,189,196,241,294,333,355,458,588,614,541,505,542,518,496,499,502,439,627,77,923,1138,1281,1282,1334,1354,1371,1503,1614,1843
PAK,BEL,,,,,,,,,,,,,,,,,,,,,,116,116,135,128,210,78,42,26,44,74,72,55,56,55
ETH,ESP,,,,,,,,,,,,,,,,,3,3,24,38,43,49,53,59,68,75,90,101,86,82,77,79,81,83,76
COL,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,4,6
CRI,CAN,,,,,,,,,,,,,,,,,,,,217,204,131,81,45,,50,81,90,86,120,149,198,315,309,314
ARG,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,0
SUR,CAN,,,,,,,,,,,,,,,,,,,,13,12,12,9,7,,,,1,2,2,2,3,3,3,6
SDN,CAF,,,,,,,,,,,850,,,,60,3066,11116,17745,23326,25889,28280,30671,32541,33950,35457,36151,36345,37375,36479,19470,19960,7900,4170,4411,4488
PHL,ESP,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
LUX,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,2,,0
ERI,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,2,1
SEN,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,3,3,3,3,3,4,6
*PA,AUS,,,,,,,,,,,,,,,,,,,,,,25,25,18,44,55,105,151,158,130,130,90,159,167,167
SVK,FRA,,,,,,,,,,,,,,,,,,,,,,6,,29,42,51,66,76,84,92,96,97,101,103,122
BGR,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
DZA,NGA,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
*PA,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,
COD,BRA,,,,,,,,,,,,,,,,,,,142,143,143,147,147,164,163,182,183,196,174,185,207,268,292,353,383
VNM,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,3
ARE,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,45,3,233,269,204,357
IRQ,CHL,,,,,,,,,,,,,,,,,,,5,5,4,4,4,4,4,5,9,5,10,10,10,10,10,10,
GHA,FIN,,,,,,,,,,,,,,,,,,,,,,,,21,21,24,25,17,18,15,15,15,18,19,21
SOM,*VA,,,,,,,,,,,,,,,,,,15075,,,,,,,,,,,,,,,,,
*VA,CHN,,,,,,,,,,,400,,,,,,222,32,,3,,,,,,,,,,,,,,,
ZAF,NOR,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
LBY,GRC,,,,,,,,,,,,,,,,,,,12,12,,,,,,,8,1,1,,,7,7,7,7
SDN,SYR,,,,,,,,,,,,,,,,,,,200,300,159,19,52,92,99,91,108,133,191,166,177,227,170,292,316
BEL,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,9,14,14,14,14,15
YEM,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,6,7,7
BGD,USA,,,,,,,,,,,,,,,,,,2,2,89,472,855,1090,1298,1480,1396,1265,1216,975,888,884,1930,1929,1809,1627
GIN,SWZ,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
ALB,PER,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,
SVN,ESP,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0
COG,USA,,,,,,,,,,,,,,,,,,,,,,1,3,133,509,917,1224,1640,1622,1499,1608,2763,2617,2581,2328
DOM,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
SDN,RWA,,,,,,,,,,,,,,,,,,,,,,,5,4,4,,5,,,,1,7,7,3,2
TUN,SYR,,,,,,,,,,,,,,,,,,,,,,,21,19,23,34,24,24,5,3,4,3,,,5
RUS,UKR,,,,,,,,,,,,,,,,,,,,,,,8,57,47,218,229,228,218,195,155,128,156,119,122
TZA,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
BOL,ARG,90,60,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,3,3
*VA,POL,,,,,,,,,,,,,,,,,550,219,152,393,496,600,3,3,3,3,3,3,3,1,1,1,,,0
SRB,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,,,,,
TKM,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
GMB,SWE,,,,,,,,,,,,,,,,3,11,11,13,14,15,16,16,19,,16,9,9,7,7,9,18,9,11,15
AGO,SEN,,,,,,,,,,,,,,,,,,,2,,,3,4,4,4,4,4,1,1,1,1,1,1,1,1
GHA,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,1,1,1
*VA,BWA,,280,,450,,320,,1300,400,590,750,450,400,1311,491,100,100,89,,503,19,,,,,,,,,,,,,,
LBR,BGR,,,,,,,,,,,,,,,,,,,1,,6,35,2,1,2,5,9,9,11,12,12,12,12,12,12
IRQ,COL,,,,,,,,,,,,,,,,,,,1,2,,,1,1,1,2,2,2,2,2,2,2,3,3,4
RUS,CHL,,,,,,,,,,,,,,,,,,,16,8,4,1,1,4,3,3,3,3,3,6,6,6,6,6,
SRB,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210,16197
SDN,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
UGA,ARE,,,90,90,90,90,90,90,90,70,70,,,,,,,,,90,90,90,90,90,,90,90,28,28,36,34,21,10,9,3
BIH,ALB,,,,,,,,,,,,,,,,,,,,,45,45,,,,,,,,,,,,,
LKA,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ECU,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,170,190,265,337,344,350,355,355,355,330
MLI,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1
SDN,MAR,,,,,,,,,,,,,,,,,,,,,,5,5,,,15,15,16,16,16,7,12,12,6,4
KAZ,GEO,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
BDI,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
ERI,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,17
TZA,AUS,,,,,,,,,,,,,,,,,,,,,,7,7,10,9,8,6,8,6,149,489,513,8,7,7
PRK,FRA,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,
SEN,FIN,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,2,1,1,1,3,3
SDN,BWA,,,,,,,,,,,,,,,,,,,3,,7,2,2,1,8,3,4,17,12,6,29,27,18,10,8
MAR,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,6,7,12
GEO,FIN,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,11,12,9,7,3,3,1,1
COD,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,17,17,17,47,128,218,213,209
SDN,GHA,,,,,,,,,,,,,,,,,,,49,5,71,138,12,100,100,21,16,23,3,12,579,600,595,392,261
TUR,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,28,19,18,10,12,15,11
TUN,CAN,,,,,,,,,,,,,,,,,,,,76,61,47,61,68,,68,103,92,97,103,123,129,236,238,225
BDI,BEL,,,,,,,,,,,,,,,,,,,,,,472,472,719,786,976,621,437,344,263,312,294,258,243,245
LBY,FRA,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,8,9,11,9,9,11,14,14
AGO,BEN,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,7,5,5,5,5
NGA,VEN,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,2,4,4,4
ZWE,CIV,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
LTU,AUS,,,,,,,,,,,,,,,,,,,,,,6,7,2,2,2,1,,,,,,,,
KGZ,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,8,9,9,9
IRN,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,1,1,1,1,1
*VA,GIN,,,,,,,,,,,,,,,,,4,23,,,,,,,,,,,,,,,,,
SEN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,148,61,311,122,103,91,152
BIH,EGY,,,,,,,,,,,,,,,,,,,,,,5,5,,,,3,3,3,3,,,,,
SOM,GAB,,,,,,,,,,,,,,,,417,220,172,,,,18,18,14,2,2,2,1,1,2,1,1,3,5,5
CHN,GIN,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,,,,,,,,
COD,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NER,TGO,,,,,,,,,,,,,,,,,,,21,8,,,,,,,,,,,,,,,
NGA,EGY,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,5,5,,,1,1
LTU,CHE,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,1,,,,0
TUR,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1
BDI,CUB,,,,,,,,,,,,,,,,,,,,,,7,5,6,2,1,,,,1,1,1,,,
BRA,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CMR,ROU,,,,,,,,,,,,,,,,,,,,,,,,3,3,,1,1,2,3,3,3,5,7,12
UKR,AUT,,,,,,,,,,,,,,,,,,,,,,,,7,8,14,19,28,38,65,101,131,151,221,259
SDN,ESP,,,,,,,,,,,,,,,,,,,3,11,16,21,23,24,32,33,36,37,35,28,27,19,18,19,12
ETH,BGR,,,,,,,,,,,,,,,,,,,8,48,77,83,24,29,42,48,56,57,58,60,55,55,55,56,58
BHR,DNK,,,,,,,,,,,,,,,,39,43,44,44,44,44,44,51,52,60,19,11,10,10,9,9,9,2,1,1
JOR,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2
VEN,SWE,,,,,,,,,,,,,,,,,1,4,4,7,7,7,7,7,,8,7,4,9,6,6,6,6,6,7
*PA,BRA,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,13,14,17,16,126,127,121
VNM,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,26888,25357,21006,30786,11678,13222,14043,25215
SLE,PAN,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,1
NAM,CMR,,,,,,,90,90,,,100,100,70,,,,,,,,,,,,,,,,,,,,,,
GHA,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2
